product_id,tn
20001,1510.6517450000001
20002,1243.47369
20003,873.4552666666667
20004,702.7597866666666
20005,726.480795
20006,393.49570833333337
20007,407.4321316666667
20008,355.37700666666666
20009,593.0054083333333
20010,411.35209499999996
20011,371.23632
20012,312.05700833333333
20013,407.64359999999994
20014,414.8326
20015,374.85301499999997
20016,283.80261
20017,232.731005
20018,210.8468083333333
20019,333.2508033333333
20020,282.21355666666665
20021,243.5189816666667
20022,269.6541016666667
20023,295.07296
20024,228.04782
20025,227.61648000000002
20026,246.60544000000002
20027,220.88667666666666
20028,177.41724000000002
20029,147.97547
20030,113.87436666666667
20031,185.09834833333335
20032,702.7886666666667
20033,203.416395
20035,163.01675
20037,121.81294166666667
20038,152.48103833333334
20039,144.774835
20041,138.97673666666665
20042,176.38856833333332
20043,132.29506
20044,153.10515
20045,150.24326666666667
20046,171.808755
20047,143.65666166666668
20049,203.66346
20050,132.35329
20051,141.11015666666665
20052,121.39848833333333
20053,135.81544666666665
20054,133.394905
20055,102.07694500000001
20056,115.14594
20057,125.94115666666669
20058,126.74643166666668
20059,130.0789
20061,130.92370666666667
20062,92.67931166666666
20063,133.53040333333334
20065,119.709135
20066,99.68937999999999
20067,106.47436166666667
20068,106.91705333333333
20069,111.96939166666665
20070,99.05497666666668
20071,102.52722666666666
20072,77.73948
20073,115.90155
20074,92.469565
20075,113.21086833333334
20076,94.93636333333332
20077,86.19883166666665
20079,50.229988333333324
20080,87.57960333333334
20081,92.6289
20082,66.42128166666667
20084,138.92532833333334
20085,209.555595
20086,60.89000333333333
20087,86.82144833333332
20089,205.41492833333334
20090,50.90184
20091,91.31744666666667
20092,65.41626
20093,82.968795
20094,87.68132999999999
20095,102.081585
20096,66.22085
20097,61.397040000000004
20099,60.820854999999995
20100,88.13949000000001
20101,80.792985
20102,37.76785833333333
20103,68.74628833333334
20106,71.546475
20107,83.96032000000001
20108,74.493135
20109,50.09306999999999
20111,74.16708999999999
20112,94.15081500000001
20114,61.326719999999995
20116,133.23655499999998
20117,45.97167166666666
20118,64.10668
20119,110.91395666666666
20120,73.55566499999999
20121,100.78450499999998
20122,68.82310666666666
20123,64.601355
20124,54.94422500000001
20125,73.76733
20126,88.66467499999999
20127,208.43745
20129,60.89407833333333
20130,102.36634666666667
20132,65.50262166666667
20133,64.63684500000001
20134,68.876535
20135,120.11636833333331
20137,51.785603333333334
20138,36.62932333333333
20139,66.21478499999999
20140,69.387045
20142,48.34702333333333
20143,96.379775
20144,46.444595
20145,66.17605166666665
20146,50.52684
20148,67.29235999999999
20150,91.07428
20151,46.888209999999994
20152,35.20670833333333
20153,61.95260166666666
20155,55.09502333333333
20157,58.53169
20158,73.49433
20159,70.80233
20160,48.257645
20161,55.54259
20162,58.00384333333333
20164,64.88906666666666
20166,40.545365
20167,47.70418166666667
20168,22.422661666666666
20170,77.82751999999999
20174,121.61404999999998
20175,34.113425
20176,33.963505000000005
20177,36.63684333333334
20179,38.75989333333333
20180,37.00280166666667
20181,36.96665166666667
20182,32.082708333333336
20183,26.862173333333335
20184,36.97596166666667
20187,30.84503833333333
20188,31.25511
20189,38.81823500000001
20192,31.120703333333335
20193,34.4524
20196,40.69368333333333
20197,28.784828333333333
20198,34.67571
20200,33.03466
20201,32.805258333333335
20202,36.33462333333333
20203,44.981300000000005
20205,29.93589833333333
20206,29.1837
20207,19.850906666666663
20208,29.101701666666667
20209,24.390581666666666
20210,82.17732
20211,23.962193333333335
20212,31.880125000000003
20213,78.120208
20215,27.516681666666667
20216,17.598291666666665
20218,36.51647166666667
20219,22.590938333333337
20220,25.023371666666666
20222,23.095668333333336
20224,33.6791
20225,21.85157
20226,20.941288333333336
20227,52.365669999999994
20228,11.260011666666665
20230,20.250351666666667
20231,21.783571666666663
20232,44.7356
20233,28.00415666666667
20234,9.490281666666663
20235,40.990138333333334
20236,97.61604166666666
20237,46.49785666666667
20238,21.198185
20239,19.981841666666664
20240,20.56685666666667
20241,21.54802666666667
20242,16.329038333333333
20244,21.942403333333335
20246,21.461876666666665
20249,11.118273333333335
20251,21.327569999999998
20252,19.160356666666665
20253,21.376223333333332
20254,23.05758
20255,10.244396666666669
20256,19.209108333333333
20257,58.229854
20259,16.804550000000003
20261,71.72756
20262,26.168126666666666
20263,20.949375
20264,18.308646666666665
20265,10.34173
20266,42.630315
20267,21.470676666666666
20268,18.533833333333334
20269,15.77672
20270,19.74861
20271,15.072808333333333
20272,16.42211
20273,15.832130000000001
20275,21.213913333333334
20276,17.850441666666665
20277,16.807103333333334
20278,9.92591
20280,18.06204333333333
20281,13.858458333333333
20282,19.551331666666666
20283,16.036621666666665
20284,16.234525
20285,12.094758333333333
20286,51.45467333333334
20288,18.366491666666665
20289,18.608741666666667
20290,20.233143333333334
20291,16.856085
20292,14.167995
20295,16.372075
20296,16.30483
20297,29.1367
20298,18.606083333333334
20299,23.450699999999998
20300,15.120888333333333
20301,14.894225
20302,6.024829999999998
20303,18.2606
20304,11.95194
20305,5.547286666666666
20306,28.197323333333333
20307,15.687328333333335
20309,15.75638
20310,15.905391666666665
20311,19.824501666666666
20313,22.855559999999997
20314,15.63732
20315,14.064078333333333
20316,29.502656666666667
20317,14.385813333333333
20319,15.341998333333335
20320,14.129095
20321,24.62769
20322,8.741088333333332
20323,24.879661666666667
20324,13.788025
20325,7.0324816666666665
20326,15.011931666666667
20327,14.386539999999998
20328,17.500210000000003
20329,13.179888333333333
20330,14.621693333333333
20332,13.245944999999999
20334,21.434346666666666
20335,13.843263333333333
20336,12.580968333333333
20337,19.37131666666667
20338,12.463316666666666
20340,23.00054
20341,11.088635000000002
20342,16.525933333333334
20343,15.110594999999998
20344,17.002606666666665
20346,12.576556666666667
20348,17.009338333333332
20349,12.500621666666666
20350,4.424495
20351,21.862365
20352,18.70061
20353,10.069006666666667
20354,13.358884999999999
20355,40.37553
20356,14.10145
20357,13.600803333333333
20358,11.282179999999999
20359,11.861646666666667
20361,18.320870000000003
20362,5.442093333333333
20364,34.552753333333335
20365,11.398308333333333
20366,11.069846666666669
20367,12.013006666666664
20368,18.378163333333333
20372,10.034093333333333
20375,9.175775
20377,14.664376666666668
20378,21.602006666666668
20379,8.100458333333334
20380,15.813401666666666
20381,16.563396666666666
20382,9.512928333333333
20383,9.538266666666667
20384,12.064543333333335
20385,9.525586666666667
20386,12.405209999999999
20387,13.345835
20388,10.36854
20389,32.97204166666666
20390,10.486571666666668
20395,19.402833333333334
20396,10.036356666666666
20398,2.9773199999999993
20400,10.464725
20401,9.662223333333333
20402,14.212918333333334
20403,12.471471666666666
20404,9.127371666666667
20406,12.096876666666667
20407,8.55874
20408,14.835718333333334
20409,5.264388333333334
20410,8.961741666666667
20411,8.200313333333334
20414,35.535713333333334
20415,6.93603
20416,3.5649350000000006
20417,11.972173333333332
20418,4.287231666666667
20419,10.977613333333332
20421,12.021115
20422,3.52032
20424,7.761778333333333
20426,7.342225
20428,4.19255
20429,3.5354583333333327
20432,8.170620000000001
20433,12.866753333333333
20434,8.52435
20438,12.426831666666667
20440,30.268953333333332
20442,25.061738333333334
20443,8.621476666666666
